pairId AP descriptorName
bark_1_2 0.4464 SIFT
bark_1_3 0.3513 SIFT
bark_1_4 0.3838 SIFT
bark_1_5 0.2863 SIFT
bark_1_6 0.1761 SIFT
wall_1_2 0.7181 SIFT
wall_1_3 0.5851 SIFT
wall_1_4 0.2934 SIFT
wall_1_5 0.0627 SIFT
wall_1_6 0.0006 SIFT
trees_1_2 0.2444 SIFT
trees_1_3 0.1605 SIFT
trees_1_4 0.0581 SIFT
trees_1_5 0.0447 SIFT
trees_1_6 0.0220 SIFT
boat_1_2 0.4294 SIFT
boat_1_3 0.3661 SIFT
boat_1_4 0.1313 SIFT
boat_1_5 0.0850 SIFT
boat_1_6 0.0099 SIFT
