pairId AP descriptorName
bark_1_2 0.2323 SURF
bark_1_3 0.2107 SURF
bark_1_4 0.1491 SURF
bark_1_5 0.1057 SURF
bark_1_6 0.0499 SURF
wall_1_2 0.4423 SURF
wall_1_3 0.3058 SURF
wall_1_4 0.1110 SURF
wall_1_5 0.0291 SURF
wall_1_6 0.0005 SURF
trees_1_2 0.2406 SURF
trees_1_3 0.1776 SURF
trees_1_4 0.0701 SURF
trees_1_5 0.0266 SURF
trees_1_6 0.0158 SURF
boat_1_2 0.2714 SURF
boat_1_3 0.2036 SURF
boat_1_4 0.1598 SURF
boat_1_5 0.1034 SURF
boat_1_6 0.0015 SURF
