pairId AP descriptorName
bark_1_2 0.1982 BRISK
bark_1_3 0.1400 BRISK
bark_1_4 0.1159 BRISK
bark_1_5 0.0709 BRISK
bark_1_6 0.0473 BRISK
wall_1_2 0.2271 BRISK
wall_1_3 0.1336 BRISK
wall_1_4 0.0301 BRISK
wall_1_5 0.0037 BRISK
wall_1_6 0.0000 BRISK
trees_1_2 0.1014 BRISK
trees_1_3 0.0785 BRISK
trees_1_4 0.0239 BRISK
trees_1_5 0.0230 BRISK
trees_1_6 0.0115 BRISK
boat_1_2 0.1802 BRISK
boat_1_3 0.0997 BRISK
boat_1_4 0.0465 BRISK
boat_1_5 0.0259 BRISK
boat_1_6 0.0015 BRISK
