pairId AP descriptorName
bark_1_2 0.1977 ORB
bark_1_3 0.1006 ORB
bark_1_4 0.0869 ORB
bark_1_5 0.0150 ORB
bark_1_6 0.0000 ORB
wall_1_2 0.1788 ORB
wall_1_3 0.1284 ORB
wall_1_4 0.0213 ORB
wall_1_5 0.0035 ORB
wall_1_6 0.0000 ORB
trees_1_2 0.2402 ORB
trees_1_3 0.1932 ORB
trees_1_4 0.1051 ORB
trees_1_5 0.0586 ORB
trees_1_6 0.0097 ORB
boat_1_2 0.2367 ORB
boat_1_3 0.2071 ORB
boat_1_4 0.1224 ORB
boat_1_5 0.0345 ORB
boat_1_6 0.0118 ORB
