recall,precision
0,0
0,0
0.0041841,0.333333
0.0083682,0.5
0.0083682,0.4
0.0125523,0.5
0.0125523,0.428571
0.0125523,0.375
0.0167364,0.444444
0.0209205,0.5
0.0251046,0.545455
0.0251046,0.5
